no,commodity,date,avg_price
1,jagung,2024-01-01,7638.0
2,jagung,2024-01-02,7682.9473684210525
3,jagung,2024-01-03,7706.6578947368425
4,jagung,2024-01-04,7716.526315789473
5,jagung,2024-01-05,7780.131578947368
6,jagung,2024-01-06,7780.131578947368
7,jagung,2024-01-07,7780.131578947368
8,jagung,2024-01-08,7793.263157894737
9,jagung,2024-01-09,7818.473684210527
10,jagung,2024-01-10,7821.3421052631575
11,jagung,2024-01-11,7848.763157894737
12,jagung,2024-01-12,7891.973684210527
13,jagung,2024-01-13,7913.894736842105
14,jagung,2024-01-14,7955.3421052631575
15,jagung,2024-01-15,7983.394736842105
16,jagung,2024-01-16,8003.131578947368
17,jagung,2024-01-17,8010.1578947368425
18,jagung,2024-01-18,8005.789473684211
19,jagung,2024-01-19,8039.5526315789475
20,jagung,2024-01-20,8050.289473684211
21,jagung,2024-01-21,8062.368421052632
22,jagung,2024-01-22,8142.421052631579
23,jagung,2024-01-23,8177.0526315789475
24,jagung,2024-01-24,8189.105263157895
25,jagung,2024-01-25,8171.131578947368
26,jagung,2024-01-26,8261.473684210527
27,jagung,2024-01-27,8264.763157894737
28,jagung,2024-01-28,8270.921052631578
29,jagung,2024-01-29,8338.026315789473
30,jagung,2024-01-30,8331.447368421053
31,jagung,2024-01-31,8356.657894736842
32,jagung,2024-02-01,8347.684210526315
33,jagung,2024-02-02,8448.552631578947
34,jagung,2024-02-03,8444.605263157895
35,jagung,2024-02-04,8453.157894736842
36,jagung,2024-02-05,8483.421052631578
37,jagung,2024-02-06,8474.631578947368
38,jagung,2024-02-07,8483.394736842105
39,jagung,2024-02-08,8543.71052631579
40,jagung,2024-02-09,8573.315789473685
41,jagung,2024-02-10,8577.71052631579
42,jagung,2024-02-11,8629.236842105263
43,jagung,2024-02-12,8718.052631578947
44,jagung,2024-02-13,8781.21052631579
45,jagung,2024-02-14,8820.684210526315
46,jagung,2024-02-15,8824.631578947368
47,jagung,2024-02-16,8836.71052631579
48,jagung,2024-02-17,8844.368421052632
49,jagung,2024-02-18,8831.657894736842
50,jagung,2024-02-19,8827.71052631579
51,jagung,2024-02-20,8814.105263157895
52,jagung,2024-02-21,8818.473684210527
53,jagung,2024-02-22,8809.684210526315
54,jagung,2024-02-23,8812.973684210527
55,jagung,2024-02-24,8812.973684210527
56,jagung,2024-02-25,8830.526315789473
57,jagung,2024-02-26,8840.394736842105
58,jagung,2024-02-27,8859.026315789473
59,jagung,2024-02-28,8808.605263157895
60,jagung,2024-02-29,8831.631578947368
61,jagung,2024-03-01,8830.526315789473
62,jagung,2024-03-02,8825.263157894737
63,jagung,2024-03-03,8849.447368421053
64,jagung,2024-03-04,8818.868421052632
65,jagung,2024-03-05,8783.578947368422
66,jagung,2024-03-06,8724.842105263158
67,jagung,2024-03-07,8733.605263157895
