no,commodity,date,avg_price
1,kol,2024-01-01,9089.315789473685
2,kol,2024-01-02,9268.052631578947
3,kol,2024-01-03,9298.315789473685
4,kol,2024-01-04,9224.21052631579
5,kol,2024-01-05,9157.368421052632
6,kol,2024-01-06,9112.394736842105
7,kol,2024-01-07,9061.736842105263
8,kol,2024-01-08,9028.763157894737
9,kol,2024-01-09,8932.921052631578
10,kol,2024-01-10,8890.184210526315
11,kol,2024-01-11,8833.184210526315
12,kol,2024-01-12,8771.368421052632
13,kol,2024-01-13,8706.473684210527
14,kol,2024-01-14,8675.78947368421
15,kol,2024-01-15,8446.842105263158
16,kol,2024-01-16,8338.052631578947
17,kol,2024-01-17,8265.447368421053
18,kol,2024-01-18,8195.894736842105
19,kol,2024-01-19,8129.289473684211
20,kol,2024-01-20,8098.5526315789475
21,kol,2024-01-21,8071.368421052632
22,kol,2024-01-22,7901.236842105263
23,kol,2024-01-23,7806.921052631579
24,kol,2024-01-24,7746.736842105263
25,kol,2024-01-25,7721.815789473684
26,kol,2024-01-26,7629.973684210527
27,kol,2024-01-27,7594.578947368421
28,kol,2024-01-28,7606.631578947368
29,kol,2024-01-29,7429.026315789473
30,kol,2024-01-30,7317.184210526316
31,kol,2024-01-31,7295.894736842105
32,kol,2024-02-01,7279.421052631579
33,kol,2024-02-02,7236.710526315789
34,kol,2024-02-03,7206.236842105263
35,kol,2024-02-04,7152.5
36,kol,2024-02-05,7134.5
37,kol,2024-02-06,7143.815789473684
38,kol,2024-02-07,7125.736842105263
39,kol,2024-02-08,7114.486486486487
40,kol,2024-02-09,7091.72972972973
41,kol,2024-02-10,7068.324324324324
42,kol,2024-02-11,7064.459459459459
43,kol,2024-02-12,6933.621621621622
44,kol,2024-02-13,7023.710526315789
45,kol,2024-02-14,7035.3421052631575
46,kol,2024-02-15,7079.184210526316
47,kol,2024-02-16,6971.263157894737
48,kol,2024-02-17,6962.9473684210525
49,kol,2024-02-18,7012.289473684211
50,kol,2024-02-19,7021.526315789473
51,kol,2024-02-20,7039.921052631579
52,kol,2024-02-21,7020.868421052632
53,kol,2024-02-22,7147.184210526316
