no,commodity,date,avg_price
1,tomat,2024-01-01,12952.947368421053
2,tomat,2024-01-02,14250.71052631579
3,tomat,2024-01-03,14925.71052631579
4,tomat,2024-01-04,15775.71052631579
5,tomat,2024-01-05,15920.236842105263
6,tomat,2024-01-06,15799.71052631579
7,tomat,2024-01-07,15885.71052631579
8,tomat,2024-01-08,16482.684210526317
9,tomat,2024-01-09,16938.184210526317
10,tomat,2024-01-10,17171.105263157893
11,tomat,2024-01-11,17137.07894736842
12,tomat,2024-01-12,17452.0
13,tomat,2024-01-13,17438.842105263157
14,tomat,2024-01-14,17434.684210526317
15,tomat,2024-01-15,17538.447368421053
16,tomat,2024-01-16,17688.842105263157
17,tomat,2024-01-17,17802.92105263158
18,tomat,2024-01-18,17925.236842105263
19,tomat,2024-01-19,17701.342105263157
20,tomat,2024-01-20,17659.92105263158
21,tomat,2024-01-21,17565.842105263157
22,tomat,2024-01-22,17209.5
23,tomat,2024-01-23,17239.28947368421
24,tomat,2024-01-24,17272.63157894737
25,tomat,2024-01-25,17423.473684210527
26,tomat,2024-01-26,17398.026315789473
27,tomat,2024-01-27,17387.736842105263
28,tomat,2024-01-28,17392.13157894737
29,tomat,2024-01-29,17932.28947368421
30,tomat,2024-01-30,17962.605263157893
31,tomat,2024-01-31,17906.447368421053
32,tomat,2024-02-01,18117.0
33,tomat,2024-02-02,18375.947368421053
34,tomat,2024-02-03,18760.394736842107
35,tomat,2024-02-04,18556.657894736843
36,tomat,2024-02-05,18826.815789473683
37,tomat,2024-02-06,18842.36842105263
38,tomat,2024-02-07,18923.947368421053
39,tomat,2024-02-08,19016.5
40,tomat,2024-02-09,19142.605263157893
41,tomat,2024-02-10,19201.342105263157
42,tomat,2024-02-11,19255.263157894737
43,tomat,2024-02-12,19322.0
44,tomat,2024-02-13,19147.21052631579
45,tomat,2024-02-14,19091.973684210527
46,tomat,2024-02-15,19073.342105263157
47,tomat,2024-02-16,19146.78947368421
48,tomat,2024-02-17,19057.052631578947
49,tomat,2024-02-18,19167.36842105263
50,tomat,2024-02-19,19089.526315789473
51,tomat,2024-02-20,18870.236842105263
52,tomat,2024-02-21,18446.342105263157
53,tomat,2024-02-22,18100.263157894737
54,tomat,2024-02-23,17853.052631578947
55,tomat,2024-02-24,17560.78947368421
56,tomat,2024-02-25,17403.13157894737
57,tomat,2024-02-26,16148.947368421053
58,tomat,2024-02-27,15439.921052631578
59,tomat,2024-02-28,15082.921052631578
60,tomat,2024-02-29,14554.236842105263
61,tomat,2024-03-01,14263.0
62,tomat,2024-03-02,14068.71052631579
63,tomat,2024-03-03,14032.28947368421
64,tomat,2024-03-04,14191.052631578947
65,tomat,2024-03-05,14320.394736842105
66,tomat,2024-03-06,14543.684210526315
67,tomat,2024-03-07,14771.71052631579
68,tomat,2024-03-08,15562.578947368422
69,tomat,2024-03-09,15819.552631578947
70,tomat,2024-03-10,16265.631578947368
71,tomat,2024-03-11,16926.42105263158
72,tomat,2024-03-12,17345.0
73,tomat,2024-03-13,18255.973684210527
74,tomat,2024-03-14,19442.342105263157
75,tomat,2024-03-15,20625.026315789473
76,tomat,2024-03-16,20697.57894736842
77,tomat,2024-03-17,20794.052631578947
78,tomat,2024-03-18,21224.394736842107
79,tomat,2024-03-19,21499.394736842107
80,tomat,2024-03-20,21953.526315789473
81,tomat,2024-03-21,22204.394736842107
82,tomat,2024-03-22,22423.763157894737
83,tomat,2024-03-23,22484.473684210527
84,tomat,2024-03-24,22423.526315789473
85,tomat,2024-03-25,22271.315789473683
86,tomat,2024-03-26,22083.605263157893
87,tomat,2024-03-27,22000.473684210527
88,tomat,2024-03-28,22028.342105263157
89,tomat,2024-03-29,22281.42105263158
90,tomat,2024-03-30,22434.5
91,tomat,2024-03-31,22968.71052631579
92,tomat,2024-04-01,25549.21052631579
93,tomat,2024-04-02,26286.763157894737
94,tomat,2024-04-03,27135.842105263157
95,tomat,2024-04-04,27613.894736842107
96,tomat,2024-04-05,28141.947368421053
97,tomat,2024-04-06,28309.28947368421
98,tomat,2024-04-07,28422.473684210527
99,tomat,2024-04-08,28606.684210526317
100,tomat,2024-04-09,28846.815789473683
101,tomat,2024-04-10,28954.28947368421
102,tomat,2024-04-11,29084.552631578947
103,tomat,2024-04-12,29059.973684210527
104,tomat,2024-04-13,28952.07894736842
105,tomat,2024-04-14,28784.947368421053
106,tomat,2024-04-15,27770.42105263158
107,tomat,2024-04-16,25964.315789473683
108,tomat,2024-04-17,25248.57894736842
109,tomat,2024-04-18,24503.28947368421
110,tomat,2024-04-19,23829.657894736843
111,tomat,2024-04-20,23503.763157894737
112,tomat,2024-04-21,23226.815789473683
113,tomat,2024-04-22,21609.07894736842
114,tomat,2024-04-23,20988.447368421053
115,tomat,2024-04-24,20734.026315789473
116,tomat,2024-04-25,20451.57894736842
117,tomat,2024-04-26,20403.763157894737
118,tomat,2024-04-27,20143.473684210527
119,tomat,2024-04-28,20049.605263157893
120,tomat,2024-04-29,19514.07894736842
121,tomat,2024-04-30,19510.394736842107
122,tomat,2024-05-01,19249.605263157893
123,tomat,2024-05-02,18944.342105263157
124,tomat,2024-05-03,18456.894736842107
125,tomat,2024-05-04,18256.657894736843
126,tomat,2024-05-05,18197.21052631579
127,tomat,2024-05-06,17693.5
128,tomat,2024-05-07,17577.263157894737
129,tomat,2024-05-08,17639.315789473683
130,tomat,2024-05-09,17732.315789473683
131,tomat,2024-05-10,17584.973684210527
132,tomat,2024-05-11,17672.42105263158
133,tomat,2024-05-12,17811.92105263158
134,tomat,2024-05-13,18678.815789473683
135,tomat,2024-05-14,19268.263157894737
136,tomat,2024-05-15,20263.0
137,tomat,2024-05-16,20982.07894736842
138,tomat,2024-05-17,20995.92105263158
139,tomat,2024-05-18,21014.552631578947
140,tomat,2024-05-19,20927.052631578947
141,tomat,2024-05-20,20334.71052631579
142,tomat,2024-05-21,19879.28947368421
143,tomat,2024-05-22,19344.157894736843
144,tomat,2024-05-23,19261.894736842107
145,tomat,2024-05-24,18993.763157894737
146,tomat,2024-05-25,18835.0
147,tomat,2024-05-26,18655.184210526317
148,tomat,2024-05-27,17590.71052631579
