no,commodity,date,avg_price
1,kol,2024-03-01,7093.4473684210525
2,kol,2024-03-02,7065.605263157895
3,kol,2024-03-03,6996.078947368421
4,kol,2024-03-04,6986.0526315789475
5,kol,2024-03-05,6985.789473684211
6,kol,2024-03-06,6980.973684210527
7,kol,2024-03-07,6916.9473684210525
8,kol,2024-03-08,6907.236842105263
9,kol,2024-03-09,6929.894736842105
10,kol,2024-03-10,6909.921052631579
11,kol,2024-03-11,6982.0526315789475
12,kol,2024-03-12,7030.078947368421
13,kol,2024-03-13,7192.394736842105
14,kol,2024-03-14,7241.473684210527
15,kol,2024-03-15,7230.9473684210525
16,kol,2024-03-16,7237.3421052631575
17,kol,2024-03-17,7226.184210526316
18,kol,2024-03-18,7301.763157894737
19,kol,2024-03-19,7291.236842105263
20,kol,2024-03-20,7296.289473684211
21,kol,2024-03-21,7255.289473684211
22,kol,2024-03-22,7240.605263157895
23,kol,2024-03-23,7278.315789473684
24,kol,2024-03-24,7280.9473684210525
25,kol,2024-03-25,7376.789473684211
26,kol,2024-03-26,7417.3421052631575
27,kol,2024-03-27,7453.763157894737
28,kol,2024-03-28,7564.078947368421
29,kol,2024-03-29,7595.8421052631575
30,kol,2024-03-30,7622.184210526316
31,kol,2024-03-31,7676.973684210527
