no,commodity,date,avg_price
1,jagung,2024-05-01,8307.28947368421
2,jagung,2024-05-02,8316.052631578947
3,jagung,2024-05-03,8296.315789473685
4,jagung,2024-05-04,8263.526315789473
5,jagung,2024-05-05,8263.526315789473
6,jagung,2024-05-06,8265.71052631579
7,jagung,2024-05-07,8271.21052631579
8,jagung,2024-05-08,8260.684210526315
9,jagung,2024-05-09,8259.368421052632
10,jagung,2024-05-10,8257.394736842105
11,jagung,2024-05-11,8213.526315789473
12,jagung,2024-05-12,8213.526315789473
13,jagung,2024-05-13,8238.368421052632
14,jagung,2024-05-14,8255.21052631579
15,jagung,2024-05-15,8220.894736842105
16,jagung,2024-05-16,8217.605263157895
17,jagung,2024-05-17,8196.973684210527
18,jagung,2024-05-18,8196.973684210527
19,jagung,2024-05-19,8204.657894736842
20,jagung,2024-05-20,8217.815789473685
21,jagung,2024-05-21,8199.052631578947
22,jagung,2024-05-22,8191.368421052632
23,jagung,2024-05-23,8182.605263157895
24,jagung,2024-05-24,8213.315789473685
25,jagung,2024-05-25,8213.315789473685
26,jagung,2024-05-26,8188.105263157895
27,jagung,2024-05-27,8188.131578947368
