no,commodity,date,avg_price
1,bawang_merah,2024-02-01,27262.63157894737
2,bawang_merah,2024-02-02,27041.157894736843
3,bawang_merah,2024-02-03,26937.63157894737
4,bawang_merah,2024-02-04,26803.973684210527
5,bawang_merah,2024-02-05,26441.052631578947
6,bawang_merah,2024-02-06,26438.86842105263
7,bawang_merah,2024-02-07,26474.447368421053
8,bawang_merah,2024-02-08,26365.21052631579
9,bawang_merah,2024-02-09,26414.763157894737
10,bawang_merah,2024-02-10,26459.28947368421
11,bawang_merah,2024-02-11,26557.5
12,bawang_merah,2024-02-12,26545.86842105263
13,bawang_merah,2024-02-13,26615.842105263157
14,bawang_merah,2024-02-14,26674.86842105263
15,bawang_merah,2024-02-15,26643.28947368421
16,bawang_merah,2024-02-16,26425.052631578947
17,bawang_merah,2024-02-17,26461.92105263158
18,bawang_merah,2024-02-18,26559.07894736842
19,bawang_merah,2024-02-19,26780.763157894737
20,bawang_merah,2024-02-20,26793.947368421053
21,bawang_merah,2024-02-21,26990.394736842107
22,bawang_merah,2024-02-22,27176.815789473683
23,bawang_merah,2024-02-23,27142.184210526317
24,bawang_merah,2024-02-24,27214.36842105263
25,bawang_merah,2024-02-25,27290.0
26,bawang_merah,2024-02-26,27285.157894736843
27,bawang_merah,2024-02-27,27280.78947368421
28,bawang_merah,2024-02-28,27303.763157894737
29,bawang_merah,2024-02-29,27419.13157894737
